11.17 8 DOWNLINK_STATUS 11 13 2 0 13. 2.
12.17 8 DOWNLINK_STATUS 12 13 2 0 0. 0.
13.17 8 DOWNLINK_STATUS 13 13 2 0 0. 0.
14.17 8 DOWNLINK_STATUS 14 13 2 0 0. 0.
15.17 8 DOWNLINK_STATUS 15 13 2 0 0. 0.
16.17 8 DOWNLINK_STATUS 16 13 2 0 0. 0.
17.17 8 DOWNLINK_STATUS 17 13 2 0 0. 0.
18.17 8 DOWNLINK_STATUS 18 13 2 0 0. 0.
19.17 8 DOWNLINK_STATUS 19 13 2 0 0. 0.
20.17 8 DOWNLINK_STATUS 20 13 2 0 0. 0.
21.17 8 DOWNLINK_STATUS 21 13 2 0 0. 0.
22.17 8 DOWNLINK_STATUS 22 13 2 0 0. 0.
23.17 8 DOWNLINK_STATUS 23 13 2 0 0. 0.
24.17 8 DOWNLINK_STATUS 24 13 2 0 0. 0.
25.17 8 DOWNLINK_STATUS 25 13 2 0 0. 0.
26.17 8 DOWNLINK_STATUS 26 13 2 0 0. 0.
27.17 8 DOWNLINK_STATUS 27 13 2 0 0. 0.
28.17 8 DOWNLINK_STATUS 28 13 2 0 0. 0.
29.17 8 DOWNLINK_STATUS 29 13 2 0 0. 0.
30.17 8 DOWNLINK_STATUS 30 13 2 0 0. 0.
31.17 8 DOWNLINK_STATUS 31 13 2 0 0. 0.
32.17 8 DOWNLINK_STATUS 32 13 2 0 0. 0.
33.17 8 DOWNLINK_STATUS 33 13 2 0 0. 0.
34.17 8 DOWNLINK_STATUS 34 13 2 0 0. 0.
35.17 8 DOWNLINK_STATUS 35 13 2 0 0. 0.
36.17 8 DOWNLINK_STATUS 36 13 2 0 0. 0.
37.17 8 DOWNLINK_STATUS 37 13 2 0 0. 0.
38.17 8 DOWNLINK_STATUS 38 13 2 0 0. 0.
39.17 8 DOWNLINK_STATUS 39 13 2 0 0. 0.
40.17 8 DOWNLINK_STATUS 40 13 2 0 0. 0.
41.17 8 DOWNLINK_STATUS 41 13 2 0 0. 0.
42.17 8 DOWNLINK_STATUS 42 13 2 0 0. 0.
43.17 8 DOWNLINK_STATUS 43 13 2 0 0. 0.
44.17 8 DOWNLINK_STATUS 44 13 2 0 0. 0.
45.17 8 DOWNLINK_STATUS 45 13 2 0 0. 0.
46.17 8 DOWNLINK_STATUS 46 13 2 0 0. 0.
47.17 8 DOWNLINK_STATUS 47 13 2 0 0. 0.
48.17 8 DOWNLINK_STATUS 48 13 2 0 0. 0.
49.17 8 DOWNLINK_STATUS 49 13 2 0 0. 0.
50.17 8 DOWNLINK_STATUS 50 13 2 0 0. 0.
51.17 8 DOWNLINK_STATUS 51 13 2 0 0. 0.
52.17 8 DOWNLINK_STATUS 52 13 2 0 0. 0.
53.17 8 DOWNLINK_STATUS 53 13 2 0 0. 0.
54.17 8 DOWNLINK_STATUS 54 13 2 0 0. 0.
55.17 8 DOWNLINK_STATUS 55 13 2 0 0. 0.
56.17 8 DOWNLINK_STATUS 56 13 2 0 0. 0.
57.17 8 DOWNLINK_STATUS 57 13 2 0 0. 0.
58.17 8 DOWNLINK_STATUS 58 13 2 0 0. 0.
59.17 8 DOWNLINK_STATUS 59 13 2 0 0. 0.
60.17 8 DOWNLINK_STATUS 60 13 2 0 0. 0.
61.17 8 DOWNLINK_STATUS 61 13 2 0 0. 0.
62.17 8 DOWNLINK_STATUS 62 13 2 0 0. 0.
63.17 8 DOWNLINK_STATUS 63 13 2 0 0. 0.
64.17 8 DOWNLINK_STATUS 64 13 2 0 0. 0.
65.17 8 DOWNLINK_STATUS 65 13 2 0 0. 0.
66.17 8 DOWNLINK_STATUS 66 13 2 0 0. 0.
67.18 8 DOWNLINK_STATUS 67 13 2 0 0. 0.
68.17 8 DOWNLINK_STATUS 68 13 2 0 0. 0.
69.18 8 DOWNLINK_STATUS 69 13 2 0 0. 0.
70.18 8 DOWNLINK_STATUS 70 13 2 0 0. 0.
71.18 8 DOWNLINK_STATUS 71 13 2 0 0. 0.
72.18 8 DOWNLINK_STATUS 72 13 2 0 0. 0.
73.18 8 DOWNLINK_STATUS 73 13 2 0 0. 0.
74.18 8 DOWNLINK_STATUS 74 13 2 0 0. 0.
75.18 8 DOWNLINK_STATUS 75 13 2 0 0. 0.
76.18 8 DOWNLINK_STATUS 76 13 2 0 0. 0.
77.18 8 DOWNLINK_STATUS 77 13 2 0 0. 0.
78.18 8 DOWNLINK_STATUS 78 13 2 0 0. 0.
79.18 8 DOWNLINK_STATUS 79 13 2 0 0. 0.
80.18 8 DOWNLINK_STATUS 80 13 2 0 0. 0.
81.18 8 DOWNLINK_STATUS 81 13 2 0 0. 0.
82.18 8 DOWNLINK_STATUS 82 13 2 0 0. 0.
83.18 8 DOWNLINK_STATUS 83 13 2 0 0. 0.
84.18 8 DOWNLINK_STATUS 84 13 2 0 0. 0.
85.18 8 DOWNLINK_STATUS 85 13 2 0 0. 0.
86.18 8 DOWNLINK_STATUS 86 13 2 0 0. 0.
87.18 8 DOWNLINK_STATUS 87 13 2 0 0. 0.
88.18 8 DOWNLINK_STATUS 88 13 2 0 0. 0.
89.18 8 DOWNLINK_STATUS 89 13 2 0 0. 0.
90.18 8 DOWNLINK_STATUS 90 13 2 0 0. 0.
91.18 8 DOWNLINK_STATUS 91 13 2 0 0. 0.
92.18 8 DOWNLINK_STATUS 92 13 2 0 0. 0.
93.18 8 DOWNLINK_STATUS 93 13 2 0 0. 0.
94.18 8 DOWNLINK_STATUS 94 13 2 0 0. 0.
95.18 8 DOWNLINK_STATUS 95 13 2 0 0. 0.
96.18 8 DOWNLINK_STATUS 96 13 2 0 0. 0.
97.18 8 DOWNLINK_STATUS 97 13 2 0 0. 0.
98.18 8 DOWNLINK_STATUS 98 13 2 0 0. 0.
99.18 8 DOWNLINK_STATUS 99 13 2 0 0. 0.
100.18 8 DOWNLINK_STATUS 100 13 2 0 0. 0.
101.18 8 DOWNLINK_STATUS 101 13 2 0 0. 0.
102.18 8 DOWNLINK_STATUS 102 13 2 0 0. 0.
103.18 8 DOWNLINK_STATUS 103 13 2 0 0. 0.
104.18 8 DOWNLINK_STATUS 104 13 2 0 0. 0.
105.18 8 DOWNLINK_STATUS 105 13 2 0 0. 0.
106.18 8 DOWNLINK_STATUS 106 13 2 0 0. 0.
107.22 8 DOWNLINK_STATUS 107 13 2 0 0. 0.
108.22 8 DOWNLINK_STATUS 108 13 2 0 0. 0.
109.22 8 DOWNLINK_STATUS 109 13 2 0 0. 0.
110.22 8 DOWNLINK_STATUS 110 13 2 0 0. 0.
111.22 8 DOWNLINK_STATUS 111 13 2 0 0. 0.
112.22 8 DOWNLINK_STATUS 112 13 2 0 0. 0.
113.22 8 DOWNLINK_STATUS 113 13 2 0 0. 0.
114.22 8 DOWNLINK_STATUS 114 13 2 0 0. 0.
115.22 8 DOWNLINK_STATUS 115 13 2 0 0. 0.
116.22 8 DOWNLINK_STATUS 116 13 2 0 0. 0.
117.22 8 DOWNLINK_STATUS 117 13 2 0 0. 0.
118.22 8 DOWNLINK_STATUS 118 13 2 0 0. 0.
119.22 8 DOWNLINK_STATUS 119 13 2 0 0. 0.
120.22 8 DOWNLINK_STATUS 120 13 2 0 0. 0.
121.22 8 DOWNLINK_STATUS 121 13 2 0 0. 0.
122.22 8 DOWNLINK_STATUS 122 13 2 0 0. 0.
123.22 8 DOWNLINK_STATUS 123 13 2 0 0. 0.
124.22 8 DOWNLINK_STATUS 124 13 2 0 0. 0.
125.22 8 DOWNLINK_STATUS 125 13 2 0 0. 0.
126.22 8 DOWNLINK_STATUS 126 13 2 0 0. 0.
127.22 8 DOWNLINK_STATUS 127 13 2 0 0. 0.
128.22 8 DOWNLINK_STATUS 128 13 2 0 0. 0.
129.22 8 DOWNLINK_STATUS 129 13 2 0 0. 0.
130.22 8 DOWNLINK_STATUS 130 13 2 0 0. 0.
131.22 8 DOWNLINK_STATUS 131 13 2 0 0. 0.
132.22 8 DOWNLINK_STATUS 132 13 2 0 0. 0.
133.22 8 DOWNLINK_STATUS 133 13 2 0 0. 0.
134.22 8 DOWNLINK_STATUS 134 13 2 0 0. 0.
135.22 8 DOWNLINK_STATUS 135 13 2 0 0. 0.
136.22 8 DOWNLINK_STATUS 136 13 2 0 0. 0.
137.22 8 DOWNLINK_STATUS 137 13 2 0 0. 0.
138.22 8 DOWNLINK_STATUS 138 13 2 0 0. 0.
139.22 8 DOWNLINK_STATUS 139 13 2 0 0. 0.
140.22 8 DOWNLINK_STATUS 140 13 2 0 0. 0.
141.22 8 DOWNLINK_STATUS 141 13 2 0 0. 0.
142.22 8 DOWNLINK_STATUS 142 13 2 0 0. 0.
143.22 8 DOWNLINK_STATUS 143 13 2 0 0. 0.
144.22 8 DOWNLINK_STATUS 144 13 2 0 0. 0.
145.22 8 DOWNLINK_STATUS 145 13 2 0 0. 0.
146.22 8 DOWNLINK_STATUS 146 13 2 0 0. 0.
147.22 8 DOWNLINK_STATUS 147 13 2 0 0. 0.
148.22 8 DOWNLINK_STATUS 148 13 2 0 0. 0.
149.22 8 DOWNLINK_STATUS 149 13 2 0 0. 0.
150.22 8 DOWNLINK_STATUS 150 13 2 0 0. 0.
151.22 8 DOWNLINK_STATUS 151 13 2 0 0. 0.
152.22 8 DOWNLINK_STATUS 152 13 2 0 0. 0.
153.22 8 DOWNLINK_STATUS 153 13 2 0 0. 0.
154.22 8 DOWNLINK_STATUS 154 13 2 0 0. 0.
155.22 8 DOWNLINK_STATUS 155 13 2 0 0. 0.
156.22 8 DOWNLINK_STATUS 156 13 2 0 0. 0.
157.22 8 DOWNLINK_STATUS 157 13 2 0 0. 0.
158.22 8 DOWNLINK_STATUS 158 13 2 0 0. 0.
159.22 8 DOWNLINK_STATUS 159 13 2 0 0. 0.
160.22 8 DOWNLINK_STATUS 160 13 2 0 0. 0.
161.22 8 DOWNLINK_STATUS 161 13 2 0 0. 0.
162.22 8 DOWNLINK_STATUS 162 13 2 0 0. 0.
163.22 8 DOWNLINK_STATUS 163 13 2 0 0. 0.
164.22 8 DOWNLINK_STATUS 164 13 2 0 0. 0.
165.22 8 DOWNLINK_STATUS 165 13 2 0 0. 0.
166.23 8 DOWNLINK_STATUS 166 13 2 0 0. 0.
167.23 8 DOWNLINK_STATUS 167 13 2 0 0. 0.
168.23 8 DOWNLINK_STATUS 168 13 2 0 0. 0.
169.23 8 DOWNLINK_STATUS 169 13 2 0 0. 0.
170.23 8 DOWNLINK_STATUS 170 13 2 0 0. 0.
171.23 8 DOWNLINK_STATUS 171 13 2 0 0. 0.
172.23 8 DOWNLINK_STATUS 172 13 2 0 0. 0.
173.23 8 DOWNLINK_STATUS 173 13 2 0 0. 0.
174.23 8 DOWNLINK_STATUS 174 13 2 0 0. 0.
175.23 8 DOWNLINK_STATUS 175 13 2 0 0. 0.
176.23 8 DOWNLINK_STATUS 176 13 2 0 0. 0.
177.23 8 DOWNLINK_STATUS 177 13 2 0 0. 0.
